:              Name            M_Time[i,4]   M_OBFV M_Bestnode M_ResNum    :=
4   Model_Basic_MIP_Hybrid_RLT    16.923     2985.2   2957.91      3
;

com_measure1 = 0.59124
com_measure2 = 0.96221
tau = 0
kappa = 3.88722
alpha = 0.9
B = 252.71

:
                                                                                                 M_Message
 :=
4
   'CPLEX 12.6.2.0: optimal integer solution within mipgap or absmipgap; objective 2985.2\
3511 MIP simplex iterations\
0 branch-and-bound nodes\
absmipgap = 27.294, relmipgap = 0.00914309\
No basis.'
;
: M_INDICATE    :=
;

M_Time :=
4 1    0.828125
4 2    0.906
4 3   33.0625
4 4   16.923
;

M_tau [*] :=
4  0
;

:      M_Cost M_Sequence    :=
4 1     444.6       7
4 2    2540.6       3
4 3       .         9
4 4       .         4
4 5       .         8
4 6       .        10
4 7       .         1
4 8       .         5
4 9       .         6
4 10      .         2
;

:       M_Vectheta M_Vecu    :=
4 1  1       1        0
4 1  2       0        0
4 1  3       1        0
4 1  4       0        0
4 1  5       1        0
4 1  6       1        1
4 1  7       0        0
4 1  8       0        0
4 1  9       0        0
4 1  10      0        0
4 2  1       1        1
4 2  2       1        1
4 2  3       1        1
4 2  4       1        1
4 2  5       1        1
4 2  6       1        0
4 2  7       0        1
4 2  8       1        1
4 2  9       1        1
4 2  10      0        1
4 3  1       0         .
4 3  2       0         .
4 3  3       1         .
4 3  4       0         .
4 3  5       0         .
4 3  6       1         .
4 3  7       0         .
4 3  8       0         .
4 3  9       0         .
4 3  10      0         .
4 4  1       1         .
4 4  2       0         .
4 4  3       1         .
4 4  4       1         .
4 4  5       1         .
4 4  6       1         .
4 4  7       0         .
4 4  8       1         .
4 4  9       1         .
4 4  10      0         .
4 5  1       0         .
4 5  2       0         .
4 5  3       1         .
4 5  4       0         .
4 5  5       1         .
4 5  6       1         .
4 5  7       0         .
4 5  8       0         .
4 5  9       0         .
4 5  10      0         .
4 6  1       0         .
4 6  2       0         .
4 6  3       0         .
4 6  4       0         .
4 6  5       0         .
4 6  6       1         .
4 6  7       0         .
4 6  8       0         .
4 6  9       0         .
4 6  10      0         .
4 7  1       1         .
4 7  2       1         .
4 7  3       1         .
4 7  4       1         .
4 7  5       1         .
4 7  6       1         .
4 7  7       1         .
4 7  8       1         .
4 7  9       1         .
4 7  10      1         .
4 8  1       1         .
4 8  2       0         .
4 8  3       1         .
4 8  4       0         .
4 8  5       1         .
4 8  6       1         .
4 8  7       0         .
4 8  8       1         .
4 8  9       1         .
4 8  10      0         .
4 9  1       1         .
4 9  2       0         .
4 9  3       1         .
4 9  4       0         .
4 9  5       1         .
4 9  6       1         .
4 9  7       0         .
4 9  8       0         .
4 9  9       1         .
4 9  10      0         .
4 10 1       1         .
4 10 2       1         .
4 10 3       1         .
4 10 4       1         .
4 10 5       1         .
4 10 6       1         .
4 10 7       0         .
4 10 8       1         .
4 10 9       1         .
4 10 10      1         .
;

