param com_measure1 := 0.62914;

param com_measure2 := 0.97116;

param kappa_max := 1208.6861;

param U_tau := 883.316;

param nT := 2;

param nS := 50;

param nL := 30;

param B := 2263.64;

param w :=
1  1
2  1
3  3
4  3
5  2
6  2
7  3
8  2
9  1
10  1
11  3
12  1
13  2
14  1
15  2
16  2
17  2
18  1
19  3
20  2
21  1
22  2
23  1
24  1
25  2
26  3
27  3
28  3
29  1
30  2
;

param h :=
1  1  0
1  2  0
1  3  0
1  4  0
1  5  0
1  6  0
1  7  0
1  8  0
1  9  0
1  10  0
1  11  0
1  12  0
1  13  0
1  14  0
1  15  0
1  16  0
1  17  0
1  18  0
1  19  0
1  20  0
1  21  0
1  22  0
1  23  0
1  24  0
1  25  0
1  26  0
1  27  0
1  28  0
1  29  0
1  30  0
2  1  144.09
2  2  168.62
2  3  162.40
2  4  129.62
2  5  156.13
2  6  141.17
2  7  156.60
2  8  172.66
2  9  179.51
2  10  161.78
2  11  169.65
2  12  157.93
2  13  145.36
2  14  135.11
2  15  141.65
2  16  152.39
2  17  148.76
2  18  169.85
2  19  139.30
2  20  138.59
2  21  156.85
2  22  167.52
2  23  135.64
2  24  130.84
2  25  153.11
2  26  138.85
2  27  137.01
2  28  144.11
2  29  161.97
2  30  130.20
;

param xi :=
1  1  1  21
2  1  1  73
3  1  1  52
4  1  1  48
5  1  1  40
6  1  1  87
7  1  1  15
8  1  1  54
9  1  1  54
10  1  1  47
11  1  1  38
12  1  1  73
13  1  1  51
14  1  1  20
15  1  1  69
16  1  1  57
17  1  1  65
18  1  1  19
19  1  1  60
20  1  1  56
21  1  1  13
22  1  1  85
23  1  1  46
24  1  1  89
25  1  1  25
26  1  1  10
27  1  1  34
28  1  1  67
29  1  1  19
30  1  1  39
1  2  1  28
2  2  1  21
3  2  1  63
4  2  1  29
5  2  1  27
6  2  1  84
7  2  1  84
8  2  1  62
9  2  1  13
10  2  1  14
11  2  1  15
12  2  1  51
13  2  1  60
14  2  1  20
15  2  1  76
16  2  1  78
17  2  1  58
18  2  1  47
19  2  1  34
20  2  1  43
21  2  1  16
22  2  1  33
23  2  1  26
24  2  1  86
25  2  1  74
26  2  1  21
27  2  1  15
28  2  1  24
29  2  1  30
30  2  1  19
1  3  1  39
2  3  1  35
3  3  1  20
4  3  1  19
5  3  1  10
6  3  1  85
7  3  1  63
8  3  1  32
9  3  1  31
10  3  1  15
11  3  1  36
12  3  1  73
13  3  1  60
14  3  1  85
15  3  1  24
16  3  1  29
17  3  1  10
18  3  1  87
19  3  1  62
20  3  1  28
21  3  1  27
22  3  1  10
23  3  1  74
24  3  1  37
25  3  1  35
26  3  1  56
27  3  1  73
28  3  1  84
29  3  1  72
30  3  1  19
1  4  1  29
2  4  1  85
3  4  1  21
4  4  1  27
5  4  1  88
6  4  1  42
7  4  1  27
8  4  1  79
9  4  1  53
10  4  1  89
11  4  1  87
12  4  1  84
13  4  1  53
14  4  1  51
15  4  1  77
16  4  1  42
17  4  1  18
18  4  1  70
19  4  1  38
20  4  1  40
21  4  1  65
22  4  1  67
23  4  1  55
24  4  1  70
25  4  1  58
26  4  1  13
27  4  1  36
28  4  1  40
29  4  1  51
30  4  1  65
1  5  1  56
2  5  1  68
3  5  1  75
4  5  1  72
5  5  1  59
6  5  1  30
7  5  1  64
8  5  1  19
9  5  1  30
10  5  1  81
11  5  1  76
12  5  1  75
13  5  1  82
14  5  1  22
15  5  1  13
16  5  1  67
17  5  1  82
18  5  1  90
19  5  1  16
20  5  1  61
21  5  1  79
22  5  1  34
23  5  1  11
24  5  1  59
25  5  1  13
26  5  1  54
27  5  1  48
28  5  1  83
29  5  1  66
30  5  1  18
1  6  1  53
2  6  1  80
3  6  1  53
4  6  1  37
5  6  1  73
6  6  1  81
7  6  1  73
8  6  1  66
9  6  1  47
10  6  1  78
11  6  1  48
12  6  1  19
13  6  1  40
14  6  1  81
15  6  1  46
16  6  1  74
17  6  1  32
18  6  1  11
19  6  1  53
20  6  1  22
21  6  1  25
22  6  1  43
23  6  1  67
24  6  1  70
25  6  1  57
26  6  1  79
27  6  1  66
28  6  1  31
29  6  1  32
30  6  1  64
1  7  1  36
2  7  1  17
3  7  1  79
4  7  1  23
5  7  1  46
6  7  1  27
7  7  1  16
8  7  1  43
9  7  1  49
10  7  1  83
11  7  1  88
12  7  1  87
13  7  1  39
14  7  1  42
15  7  1  40
16  7  1  30
17  7  1  88
18  7  1  52
19  7  1  62
20  7  1  27
21  7  1  87
22  7  1  35
23  7  1  26
24  7  1  53
25  7  1  89
26  7  1  66
27  7  1  24
28  7  1  28
29  7  1  15
30  7  1  46
1  8  1  28
2  8  1  36
3  8  1  21
4  8  1  46
5  8  1  45
6  8  1  46
7  8  1  52
8  8  1  34
9  8  1  62
10  8  1  40
11  8  1  27
12  8  1  11
13  8  1  19
14  8  1  33
15  8  1  44
16  8  1  60
17  8  1  67
18  8  1  48
19  8  1  40
20  8  1  33
21  8  1  12
22  8  1  53
23  8  1  19
24  8  1  70
25  8  1  13
26  8  1  89
27  8  1  18
28  8  1  44
29  8  1  85
30  8  1  39
1  9  1  45
2  9  1  25
3  9  1  16
4  9  1  32
5  9  1  82
6  9  1  40
7  9  1  59
8  9  1  24
9  9  1  39
10  9  1  68
11  9  1  26
12  9  1  17
13  9  1  86
14  9  1  40
15  9  1  17
16  9  1  58
17  9  1  72
18  9  1  86
19  9  1  58
20  9  1  65
21  9  1  10
22  9  1  51
23  9  1  49
24  9  1  13
25  9  1  18
26  9  1  38
27  9  1  67
28  9  1  58
29  9  1  22
30  9  1  22
1  10  1  15
2  10  1  47
3  10  1  24
4  10  1  51
5  10  1  64
6  10  1  41
7  10  1  69
8  10  1  71
9  10  1  45
10  10  1  89
11  10  1  21
12  10  1  83
13  10  1  84
14  10  1  34
15  10  1  49
16  10  1  80
17  10  1  49
18  10  1  61
19  10  1  45
20  10  1  76
21  10  1  66
22  10  1  69
23  10  1  40
24  10  1  59
25  10  1  61
26  10  1  45
27  10  1  22
28  10  1  25
29  10  1  65
30  10  1  47
1  11  1  46
2  11  1  26
3  11  1  26
4  11  1  83
5  11  1  14
6  11  1  25
7  11  1  56
8  11  1  43
9  11  1  44
10  11  1  10
11  11  1  58
12  11  1  61
13  11  1  46
14  11  1  73
15  11  1  46
16  11  1  69
17  11  1  89
18  11  1  83
19  11  1  24
20  11  1  34
21  11  1  43
22  11  1  33
23  11  1  37
24  11  1  18
25  11  1  35
26  11  1  72
27  11  1  51
28  11  1  15
29  11  1  53
30  11  1  37
1  12  1  60
2  12  1  21
3  12  1  56
4  12  1  45
5  12  1  65
6  12  1  30
7  12  1  19
8  12  1  70
9  12  1  72
10  12  1  46
11  12  1  32
12  12  1  35
13  12  1  29
14  12  1  69
15  12  1  68
16  12  1  45
17  12  1  27
18  12  1  39
19  12  1  38
20  12  1  23
21  12  1  69
22  12  1  63
23  12  1  56
24  12  1  30
25  12  1  25
26  12  1  44
27  12  1  52
28  12  1  63
29  12  1  87
30  12  1  21
1  13  1  24
2  13  1  75
3  13  1  77
4  13  1  76
5  13  1  90
6  13  1  87
7  13  1  37
8  13  1  81
9  13  1  87
10  13  1  33
11  13  1  55
12  13  1  62
13  13  1  51
14  13  1  47
15  13  1  44
16  13  1  79
17  13  1  90
18  13  1  90
19  13  1  84
20  13  1  77
21  13  1  38
22  13  1  54
23  13  1  27
24  13  1  70
25  13  1  33
26  13  1  30
27  13  1  43
28  13  1  72
29  13  1  41
30  13  1  50
1  14  1  87
2  14  1  47
3  14  1  13
4  14  1  11
5  14  1  22
6  14  1  39
7  14  1  54
8  14  1  58
9  14  1  67
10  14  1  59
11  14  1  60
12  14  1  61
13  14  1  81
14  14  1  74
15  14  1  65
16  14  1  43
17  14  1  71
18  14  1  59
19  14  1  21
20  14  1  48
21  14  1  43
22  14  1  48
23  14  1  67
24  14  1  22
25  14  1  36
26  14  1  24
27  14  1  20
28  14  1  62
29  14  1  78
30  14  1  14
1  15  1  44
2  15  1  87
3  15  1  26
4  15  1  13
5  15  1  62
6  15  1  10
7  15  1  40
8  15  1  51
9  15  1  71
10  15  1  45
11  15  1  52
12  15  1  23
13  15  1  43
14  15  1  51
15  15  1  52
16  15  1  75
17  15  1  48
18  15  1  23
19  15  1  90
20  15  1  71
21  15  1  59
22  15  1  32
23  15  1  31
24  15  1  33
25  15  1  68
26  15  1  48
27  15  1  54
28  15  1  61
29  15  1  17
30  15  1  77
1  16  1  82
2  16  1  83
3  16  1  53
4  16  1  62
5  16  1  44
6  16  1  89
7  16  1  66
8  16  1  61
9  16  1  73
10  16  1  81
11  16  1  80
12  16  1  68
13  16  1  67
14  16  1  15
15  16  1  14
16  16  1  19
17  16  1  61
18  16  1  18
19  16  1  25
20  16  1  81
21  16  1  27
22  16  1  69
23  16  1  87
24  16  1  13
25  16  1  15
26  16  1  25
27  16  1  17
28  16  1  48
29  16  1  34
30  16  1  52
1  17  1  68
2  17  1  36
3  17  1  53
4  17  1  78
5  17  1  37
6  17  1  19
7  17  1  87
8  17  1  29
9  17  1  19
10  17  1  40
11  17  1  54
12  17  1  65
13  17  1  45
14  17  1  81
15  17  1  47
16  17  1  36
17  17  1  74
18  17  1  90
19  17  1  41
20  17  1  58
21  17  1  64
22  17  1  76
23  17  1  67
24  17  1  63
25  17  1  50
26  17  1  86
27  17  1  87
28  17  1  73
29  17  1  31
30  17  1  26
1  18  1  90
2  18  1  47
3  18  1  90
4  18  1  36
5  18  1  90
6  18  1  34
7  18  1  90
8  18  1  17
9  18  1  79
10  18  1  68
11  18  1  89
12  18  1  24
13  18  1  62
14  18  1  31
15  18  1  87
16  18  1  62
17  18  1  62
18  18  1  31
19  18  1  41
20  18  1  75
21  18  1  83
22  18  1  31
23  18  1  10
24  18  1  51
25  18  1  16
26  18  1  55
27  18  1  82
28  18  1  14
29  18  1  34
30  18  1  62
1  19  1  82
2  19  1  83
3  19  1  90
4  19  1  74
5  19  1  50
6  19  1  13
7  19  1  71
8  19  1  84
9  19  1  66
10  19  1  48
11  19  1  71
12  19  1  17
13  19  1  38
14  19  1  29
15  19  1  64
16  19  1  73
17  19  1  25
18  19  1  76
19  19  1  14
20  19  1  77
21  19  1  88
22  19  1  51
23  19  1  39
24  19  1  53
25  19  1  46
26  19  1  47
27  19  1  27
28  19  1  12
29  19  1  27
30  19  1  11
1  20  1  31
2  20  1  26
3  20  1  31
4  20  1  30
5  20  1  73
6  20  1  56
7  20  1  54
8  20  1  19
9  20  1  90
10  20  1  32
11  20  1  68
12  20  1  25
13  20  1  20
