:            Name          M_Time[i,4]   M_OBFV  M_Bestnode M_ResNum    :=
4   Model2_Basic_MIP_RLT      17.615     6973.96   6973.94      3
6   Model2_Basic_MIP_B_RLT    22.588     7238.11   7238.11      2
;

com_measure1 = 1
com_measure2 = 1
kappa = 5.6964
alpha = 0.7
B = 568.47

:
                                                                                                    M_Message
 :=
4
   'CPLEX 12.6.2.0: optimal integer solution within mipgap or absmipgap; objective 6973.959362\
299 MIP simplex iterations\
0 branch-and-bound nodes\
absmipgap = 0.0223934, relmipgap = 3.211e-06\
No basis.'
6
   'CPLEX 12.6.2.0: optimal integer solution; objective 7238.112296\
2103 MIP simplex iterations\
212 branch-and-bound nodes\
No basis.'
;
: M_INDICATE    :=
;

M_Time :=
4 1    1.4375
4 2    1.579
4 3   32.0938
4 4   17.615
6 1    1.4375
6 2    1.579
6 3   50.2656
6 4   22.588
;

M_tau [*] :=
4  7.0549
6  5.92206
;

:      M_Cost  M_Sequence    :=
4 1     998.5        7
4 2    5975.46      13
4 3       .         15
4 4       .          3
4 5       .          9
4 6       .         14
4 7       .         11
4 8       .         10
4 9       .          5
4 10      .          6
4 11      .          2
4 12      .          4
4 13      .          8
4 14      .         12
4 15      .          1
6 1     546.55       7
6 2    7238.11      13
6 3       .         15
6 4       .          2
6 5       .          9
6 6       .         14
6 7       .         12
6 8       .         10
6 9       .          5
6 10      .          6
6 11      .          3
6 12      .          4
6 13      .         10
6 14      .          9
6 15      .          1
;

:       M_Vectheta M_Vecu    :=
4 1  1       1        0
4 1  2       1        0
4 1  3       1        1
4 1  4       0        0
4 1  5       1        0
4 1  6       1        1
4 1  7       1        0
4 1  8       1        0
4 1  9       0        0
4 1  10      0        0
4 1  11      0        0
4 1  12      0        0
4 1  13      1        0
4 1  14      1        0
4 1  15      0        0
4 2  1       0        1
4 2  2       1        1
4 2  3       1        0
4 2  4       0        1
4 2  5       0        1
4 2  6       1        0
4 2  7       0        1
4 2  8       0        1
4 2  9       0        1
4 2  10      0        1
4 2  11      0        1
4 2  12      0        1
4 2  13      0        1
4 2  14      0        1
4 2  15      0        1
4 3  1       0         .
4 3  2       0         .
4 3  3       1         .
4 3  4       0         .
4 3  5       0         .
4 3  6       0         .
4 3  7       0         .
4 3  8       0         .
4 3  9       0         .
4 3  10      0         .
4 3  11      0         .
4 3  12      0         .
4 3  13      0         .
4 3  14      0         .
4 3  15      0         .
4 4  1       1         .
4 4  2       1         .
4 4  3       1         .
4 4  4       1         .
4 4  5       1         .
4 4  6       1         .
4 4  7       1         .
4 4  8       1         .
4 4  9       1         .
4 4  10      1         .
4 4  11      0         .
4 4  12      1         .
4 4  13      1         .
4 4  14      1         .
4 4  15      0         .
4 5  1       0         .
4 5  2       1         .
4 5  3       1         .
4 5  4       0         .
4 5  5       1         .
4 5  6       1         .
4 5  7       1         .
4 5  8       1         .
4 5  9       0         .
4 5  10      0         .
4 5  11      0         .
4 5  12      0         .
4 5  13      0         .
4 5  14      1         .
4 5  15      0         .
4 6  1       0         .
