param kappa_max := 45.2;

param U_tau := 171.5;

param nT := 2;

param nS := 10;

param nL := 5;

param B := 264;

param w :=
1  6
2  6
3  1
4  9
5  6
;

param h :=
1  1  0
1  2  0
1  3  0
1  4  0
1  5  0
2  1  102
2  2  78
2  3  112
2  4  132
2  5  104
;

param xi :=
1  1  1  10
2  1  1  10
3  1  1  10
4  1  1  18
5  1  1  18
1  2  1  6
2  2  1  20
3  2  1  12
4  2  1  20
5  2  1  20
1  3  1  20
2  3  1  4
3  3  1  8
4  3  1  16
5  3  1  8
1  4  1  16
2  4  1  18
3  4  1  10
4  4  1  8
5  4  1  12
1  5  1  16
2  5  1  2
3  5  1  16
4  5  1  10
5  5  1  18
1  6  1  12
2  6  1  2
3  6  1  18
4  6  1  2
5  6  1  4
1  7  1  8
2  7  1  6
3  7  1  14
4  7  1  8
5  7  1  2
1  8  1  6
2  8  1  6
3  8  1  14
4  8  1  16
5  8  1  8
1  9  1  4
2  9  1  4
3  9  1  8
4  9  1  14
5  9  1  12
1  10  1  4
2  10  1  6
3  10  1  2
4  10  1  20
5  10  1  2
1  1  2  5
2  1  2  5
3  1  2  5
4  1  2  9
5  1  2  9
1  2  2  3
2  2  2  10
3  2  2  6
4  2  2  10
5  2  2  10
1  3  2  10
2  3  2  2
3  3  2  4
4  3  2  8
5  3  2  4
1  4  2  8
2  4  2  9
3  4  2  5
4  4  2  4
5  4  2  6
1  5  2  8
2  5  2  1
3  5  2  8
4  5  2  5
5  5  2  9
1  6  2  6
2  6  2  1
3  6  2  9
4  6  2  1
5  6  2  2
1  7  2  4
2  7  2  3
3  7  2  7
4  7  2  4
5  7  2  1
1  8  2  3
2  8  2  3
3  8  2  7
4  8  2  8
5  8  2  4
1  9  2  2
2  9  2  2
3  9  2  4
4  9  2  7
5  9  2  6
1  10  2  2
2  10  2  3
3  10  2  1
4  10  2  10
5  10  2  1
;

param xi_base :=
1  1  10
2  1  10
3  1  10
4  1  18
5  1  18
1  2  6
2  2  20
3  2  12
4  2  20
5  2  20
1  3  20
2  3  4
3  3  8
4  3  16
5  3  8
1  4  16
2  4  18
3  4  10
4  4  8
5  4  12
1  5  16
2  5  2
3  5  16
4  5  10
5  5  18
1  6  12
2  6  2
3  6  18
4  6  2
5  6  4
1  7  8
2  7  6
3  7  14
4  7  8
5  7  2
1  8  6
2  8  6
3  8  14
4  8  16
5  8  8
1  9  4
2  9  4
3  9  8
4  9  14
5  9  12
1  10  4
2  10  6
3  10  2
4  10  20
5  10  2
;

param a :=
1  1  1
2  1  0.5
1  2  1
2  2  0.5
1  3  1
2  3  0.5
1  4  1
2  4  0.5
1  5  1
2  5  0.5
;

