:          Name        M_Time[i,4]   M_OBFV  M_Bestnode M_ResNum    :=
1   Model2_Basic_MIP      4872.65    3518.56   3518.28      3
2   Model2_Basic_MIP_B    4647.7     3752.86   3752.86      2
;

com_measure1 = 1
com_measure2 = 1
tau = 2.72934
kappa = 3.99202
alpha = 0.9
B = 262.88

:
                                                                                                      M_Message
 :=
1
   'CPLEX 12.6.2.0: optimal integer solution within mipgap or absmipgap; objective 3518.560845\
24655 MIP simplex iterations\
639 branch-and-bound nodes\
absmipgap = 0.285255, relmipgap = 8.10715e-05\
No basis.'
2
   'CPLEX 12.6.2.0: optimal integer solution; objective 3752.861409\
23190 MIP simplex iterations\
418 branch-and-bound nodes\
No basis.'
;
: M_INDICATE    :=
;

M_Time :=
1 1      79.2812
1 2      85.392
1 3   10676.9
1 4    4872.65
2 1      79.2812
2 2      85.392
2 3    9574.94
2 4    4647.7
;

M_tau [*] :=
1  1.91103
2  2.72934
;

:      M_Cost  M_Sequence    :=
1 1     432.67       7
1 2    3085.89       1
1 3       .          5
1 4       .          7
1 5       .          5
1 6       .          2
1 7       .         10
1 8       .          5
1 9       .          4
1 10      .          9
2 1     260.95       4
2 2    3752.86       1
2 3       .          7
2 4       .          5
2 5       .          3
2 6       .          6
2 7       .         10
2 8       .          8
2 9       .          2
2 10      .          9
;

:       M_Vectheta M_Vecu    :=
1 1  1       1        0
1 1  2       0        0
1 1  3       0        0
1 1  4       0        0
1 1  5       0        0
1 1  6       0        0
1 1  7       1        1
1 1  8       1        0
1 1  9       0        0
1 1  10      1        1
1 2  1       1        1
1 2  2       1        1
1 2  3       1        1
1 2  4       1        1
1 2  5       1        1
1 2  6       1        1
1 2  7       1        0
1 2  8       1        1
1 2  9       1        1
1 2  10      1        0
1 3  1       1         .
1 3  2       0         .
1 3  3       1         .
1 3  4       1         .
1 3  5       0         .
1 3  6       0         .
1 3  7       1         .
1 3  8       0         .
1 3  9       1         .
1 3  10      1         .
1 4  1       1         .
1 4  2       0         .
1 4  3       0         .
1 4  4       1         .
1 4  5       0         .
1 4  6       0         .
1 4  7       1         .
1 4  8       0         .
1 4  9       0         .
1 4  10      1         .
1 5  1       1         .
1 5  2       0         .
1 5  3       1         .
1 5  4       1         .
1 5  5       1         .
1 5  6       0         .
1 5  7       1         .
1 5  8       0         .
1 5  9       0         .
1 5  10      1         .
1 6  1       1         .
1 6  2       0         .
1 6  3       1         .
1 6  4       1         .
1 6  5       1         .
1 6  6       1         .
1 6  7       1         .
1 6  8       1         .
1 6  9       1         .
1 6  10      1         .
1 7  1       0         .
1 7  2       0         .
1 7  3       0         .
1 7  4       0         .
1 7  5       0         .
1 7  6       0         .
1 7  7       1         .
1 7  8       0         .
1 7  9       0         .
1 7  10      0         .
1 8  1       0         .
1 8  2       0         .
1 8  3       1         .
1 8  4       1         .
1 8  5       1         .
1 8  6       0         .
1 8  7       1         .
1 8  8       1         .
1 8  9       0         .
1 8  10      1         .
1 9  1       1         .
1 9  2       0         .
1 9  3       0         .
1 9  4       1         .
1 9  5       1         .
1 9  6       0         .
1 9  7       1         .
1 9  8       1         .
1 9  9       1         .
1 9  10      1         .
1 10 1       0         .
1 10 2       0         .
1 10 3       0         .
1 10 4       0         .
1 10 5       0         .
1 10 6       0         .
1 10 7       1         .
1 10 8       0         .
1 10 9       0         .
1 10 10      1         .
2 1  1       1        0
2 1  2       0        0
2 1  3       1        1
2 1  4       1        0
2 1  5       0        0
2 1  6       1        1
2 1  7       1        1
2 1  8       1        1
2 1  9       0        0
2 1  10      1        1
2 2  1       1        1
2 2  2       1        1
2 2  3       1        0
2 2  4       1        1
2 2  5       1        1
2 2  6       1        0
2 2  7       1        0
2 2  8       1        0
2 2  9       1        1
2 2  10      1        0
2 3  1       0         .
2 3  2       0         .
2 3  3       1         .
2 3  4       0         .
2 3  5       0         .
2 3  6       0         .
2 3  7       1         .
2 3  8       1         .
2 3  9       0         .
2 3  10      1         .
2 4  1       0         .
2 4  2       0         .
2 4  3       1         .
2 4  4       1         .
2 4  5       0         .
2 4  6       1         .
2 4  7       1         .
2 4  8       1         .
2 4  9       0         .
2 4  10      1         .
2 5  1       1         .
2 5  2       0         .
2 5  3       1         .
2 5  4       1         .
2 5  5       1         .
2 5  6       1         .
2 5  7       1         .
2 5  8       1         .
2 5  9       0         .
2 5  10      1         .
2 6  1       0         .
2 6  2       0         .
2 6  3       1         .
2 6  4       0         .
2 6  5       0         .
2 6  6       1         .
2 6  7       1         .
2 6  8       1         .
2 6  9       0         .
2 6  10      1         .
2 7  1       0         .
2 7  2       0         .
2 7  3       0         .
2 7  4       0         .
2 7  5       0         .
2 7  6       0         .
2 7  7       1         .
2 7  8       0         .
2 7  9       0         .
2 7  10      0         .
2 8  1       0         .
2 8  2       0         .
2 8  3       0         .
2 8  4       0         .
2 8  5       0         .
2 8  6       0         .
2 8  7       1         .
2 8  8       1         .
2 8  9       0         .
2 8  10      1         .
2 9  1       1         .
2 9  2       0         .
2 9  3       1         .
2 9  4       1         .
2 9  5       1         .
2 9  6       1         .
2 9  7       1         .
2 9  8       1         .
2 9  9       1         .
2 9  10      1         .
2 10 1       0         .
2 10 2       0         .
2 10 3       0         .
2 10 4       0         .
2 10 5       0         .
2 10 6       0         .
2 10 7       1         .
2 10 8       0         .
2 10 9       0         .
2 10 10      1         .
;

